IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.72.50,2052,2052,false,SIN,Asia Pacific,Singapore,24,13.76
8.222.211.16,2087,2087,true,SIN,Asia Pacific,Singapore,107,13.76
8.222.252.123,2095,2095,false,SIN,Asia Pacific,Singapore,5,13.76
47.236.97.111,8443,8443,true,SIN,Asia Pacific,Singapore,137,13.75
8.219.161.129,2087,2087,true,SIN,Asia Pacific,Singapore,137,13.74
8.219.70.151,443,443,true,SIN,Asia Pacific,Singapore,29,13.74
8.222.130.156,2083,2083,true,SIN,Asia Pacific,Singapore,93,13.74
8.222.187.4,2096,2096,true,SIN,Asia Pacific,Singapore,44,13.74
8.222.211.16,2083,2083,true,SIN,Asia Pacific,Singapore,74,13.73
8.219.124.227,80,80,false,SIN,Asia Pacific,Singapore,21,13.73
8.222.208.38,80,80,false,SIN,Asia Pacific,Singapore,13,13.73
8.219.210.64,2087,2087,true,SIN,Asia Pacific,Singapore,75,13.73
47.236.166.184,8880,8880,false,SIN,Asia Pacific,Singapore,9,13.72
8.219.213.84,2053,2053,true,SIN,Asia Pacific,Singapore,133,13.72
47.236.121.7,2087,2087,true,SIN,Asia Pacific,Singapore,134,13.72
8.219.5.10,2082,2082,false,SIN,Asia Pacific,Singapore,12,13.72
8.219.100.168,2083,2083,true,SIN,Asia Pacific,Singapore,39,13.72
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,100,13.72
8.222.180.86,2086,2086,false,SIN,Asia Pacific,Singapore,17,13.72
8.222.229.22,8443,8443,true,SIN,Asia Pacific,Singapore,116,13.72
47.236.112.193,2053,2053,true,SIN,Asia Pacific,Singapore,125,13.71
47.245.110.13,8443,8443,true,SIN,Asia Pacific,Singapore,39,13.71
8.219.114.201,8880,8880,false,SIN,Asia Pacific,Singapore,7,13.71
8.219.170.223,2087,2087,true,SIN,Asia Pacific,Singapore,223,13.71
8.219.134.63,8080,8080,false,SIN,Asia Pacific,Singapore,18,13.71
8.219.93.5,2096,2096,true,SIN,Asia Pacific,Singapore,106,13.71
47.236.76.199,2087,2087,true,SIN,Asia Pacific,Singapore,110,13.71
47.236.83.196,2083,2083,true,SIN,Asia Pacific,Singapore,106,13.71
47.241.209.61,443,443,true,SIN,Asia Pacific,Singapore,48,13.70
8.219.249.148,2087,2087,true,SIN,Asia Pacific,Singapore,131,13.70
47.236.116.26,2082,2082,false,SIN,Asia Pacific,Singapore,39,13.70
8.222.175.78,8880,8880,false,SIN,Asia Pacific,Singapore,6,13.69
8.219.60.54,80,80,false,SIN,Asia Pacific,Singapore,22,13.69
8.219.50.180,8443,8443,true,SIN,Asia Pacific,Singapore,93,13.68
47.236.94.113,2053,2053,true,SIN,Asia Pacific,Singapore,137,13.68
47.236.29.235,2052,2052,false,SIN,Asia Pacific,Singapore,15,13.68
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,9,13.68
47.236.180.51,8443,8443,true,SIN,Asia Pacific,Singapore,87,13.68
8.222.166.117,2087,2087,true,SIN,Asia Pacific,Singapore,107,13.67
8.222.134.170,8443,8443,true,SIN,Asia Pacific,Singapore,153,13.67
47.236.93.176,2096,2096,true,SIN,Asia Pacific,Singapore,126,13.66
8.222.229.102,8443,8443,true,SIN,Asia Pacific,Singapore,139,13.66
47.236.31.73,2053,2053,true,SIN,Asia Pacific,Singapore,155,13.66
47.236.170.54,8443,8443,true,SIN,Asia Pacific,Singapore,141,13.66
8.219.11.158,2083,2083,true,SIN,Asia Pacific,Singapore,172,13.66
8.219.201.174,2052,2052,false,SIN,Asia Pacific,Singapore,16,13.66
8.217.49.234,443,443,true,HKG,Asia Pacific,Hong Kong,62,13.65
8.219.94.44,2052,2052,false,SIN,Asia Pacific,Singapore,11,13.65
47.236.201.98,2082,2082,false,SIN,Asia Pacific,Singapore,7,13.65
8.222.198.105,2053,2053,true,SIN,Asia Pacific,Singapore,272,13.65
8.222.167.147,2096,2096,true,SIN,Asia Pacific,Singapore,155,13.64
47.236.71.226,80,80,false,SIN,Asia Pacific,Singapore,15,13.64
47.236.204.110,2087,2087,true,SIN,Asia Pacific,Singapore,82,13.64
47.236.125.4,80,80,false,SIN,Asia Pacific,Singapore,14,13.64
47.236.253.41,2096,2096,true,SIN,Asia Pacific,Singapore,72,13.64
8.219.173.195,2083,2083,true,SIN,Asia Pacific,Singapore,99,13.64
47.236.83.239,2083,2083,true,SIN,Asia Pacific,Singapore,108,13.63
47.245.86.18,8080,8080,false,SIN,Asia Pacific,Singapore,15,13.63
47.236.125.4,8880,8880,false,SIN,Asia Pacific,Singapore,8,13.63
47.236.166.84,2052,2052,false,SIN,Asia Pacific,Singapore,19,13.62
47.236.123.133,2053,2053,true,SIN,Asia Pacific,Singapore,130,13.62
8.219.141.174,2096,2096,true,SIN,Asia Pacific,Singapore,78,13.61
8.219.87.34,80,80,false,SIN,Asia Pacific,Singapore,9,13.61
8.222.249.98,2052,2052,false,SIN,Asia Pacific,Singapore,20,13.61
47.236.88.181,2096,2096,true,SIN,Asia Pacific,Singapore,156,13.61
47.236.233.166,8080,8080,false,SIN,Asia Pacific,Singapore,22,13.60
8.222.153.11,2082,2082,false,NRT,Asia Pacific,Tokyo,78,13.60
8.219.102.252,8880,8880,false,SIN,Asia Pacific,Singapore,9,13.60
8.222.244.123,2096,2096,true,SIN,Asia Pacific,Singapore,140,13.60
8.222.204.110,2053,2053,true,SIN,Asia Pacific,Singapore,84,13.60
8.218.48.92,2095,2095,false,HKG,Asia Pacific,Hong Kong,193,13.59
8.222.190.225,2087,2087,true,SIN,Asia Pacific,Singapore,37,13.59
8.219.170.232,2087,2087,true,SIN,Asia Pacific,Singapore,98,13.59
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,19,13.59
8.219.53.222,2095,2095,false,SIN,Asia Pacific,Singapore,24,13.59
8.222.167.147,2083,2083,true,SIN,Asia Pacific,Singapore,162,13.58
8.219.40.255,2095,2095,false,SIN,Asia Pacific,Singapore,8,13.57
47.243.203.119,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,13.57
8.222.212.172,2083,2083,true,SIN,Asia Pacific,Singapore,46,13.57
47.236.173.200,2082,2082,false,SIN,Asia Pacific,Singapore,33,13.57
8.222.224.162,2087,2087,true,SIN,Asia Pacific,Singapore,82,13.56
8.217.75.193,8880,80,false,HKG,Asia Pacific,Hong Kong,38,13.56
8.222.149.233,2086,2086,false,SIN,Asia Pacific,Singapore,5,13.56
8.222.252.123,2053,2053,true,SIN,Asia Pacific,Singapore,66,13.55
8.218.18.235,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,13.55
47.236.97.90,2095,2095,false,SIN,Asia Pacific,Singapore,19,13.55
8.219.99.169,2053,2053,true,SIN,Asia Pacific,Singapore,124,13.55
47.236.82.218,2087,2087,true,SIN,Asia Pacific,Singapore,70,13.55
8.219.147.58,2086,2086,false,SIN,Asia Pacific,Singapore,5,13.54
47.236.11.84,2087,2087,true,SIN,Asia Pacific,Singapore,145,13.54
8.219.66.156,2052,2052,false,NRT,Asia Pacific,Tokyo,94,13.54
8.222.188.56,2082,2082,false,SIN,Asia Pacific,Singapore,39,13.54
47.241.209.61,443,443,true,SIN,Asia Pacific,Singapore,65,13.54
8.219.90.196,2095,2095,false,SIN,Asia Pacific,Singapore,16,13.53
8.219.167.113,2096,2096,true,SIN,Asia Pacific,Singapore,166,13.53
8.222.168.155,2087,2087,true,SIN,Asia Pacific,Singapore,145,13.53
8.219.188.162,443,443,true,SIN,Asia Pacific,Singapore,131,13.53
8.222.172.23,2053,2053,true,SIN,Asia Pacific,Singapore,93,13.52
8.222.240.47,2053,2053,true,SIN,Asia Pacific,Singapore,61,13.52
8.219.201.174,443,443,true,SIN,Asia Pacific,Singapore,111,13.51
8.219.3.53,8443,8443,true,SIN,Asia Pacific,Singapore,2,13.51
8.222.219.34,2086,2086,false,SIN,Asia Pacific,Singapore,10,13.51
47.236.104.11,2052,2052,false,SIN,Asia Pacific,Singapore,29,13.51
8.219.184.92,8443,8443,true,SIN,Asia Pacific,Singapore,282,13.51
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,47,13.51
8.222.141.240,2083,2083,true,SIN,Asia Pacific,Singapore,57,13.49
47.236.161.155,2095,2095,false,SIN,Asia Pacific,Singapore,22,13.49
47.236.116.182,2053,2053,true,SIN,Asia Pacific,Singapore,51,13.48
8.219.241.189,2052,2052,false,SIN,Asia Pacific,Singapore,97,13.48
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,21,13.48
8.219.228.157,2083,2083,true,SIN,Asia Pacific,Singapore,46,13.48
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,12,13.47
47.236.150.109,80,80,false,SIN,Asia Pacific,Singapore,6,13.47
8.222.211.16,2096,2096,true,SIN,Asia Pacific,Singapore,208,13.47
8.219.210.226,8443,8443,true,SIN,Asia Pacific,Singapore,130,13.47
8.219.103.65,2086,2086,false,SIN,Asia Pacific,Singapore,15,13.47
8.222.159.252,2082,2082,false,SIN,Asia Pacific,Singapore,8,13.47
8.219.153.136,2087,2087,true,SIN,Asia Pacific,Singapore,152,13.46
47.236.165.25,2086,2086,false,SIN,Asia Pacific,Singapore,24,13.46
47.236.194.67,2083,2083,true,SIN,Asia Pacific,Singapore,119,13.46
8.219.222.98,2095,2095,false,SIN,Asia Pacific,Singapore,16,13.46
47.237.19.161,2053,2053,true,SIN,Asia Pacific,Singapore,63,13.45
47.245.115.6,80,80,false,SIN,Asia Pacific,Singapore,15,13.44
8.219.60.68,443,443,true,SIN,Asia Pacific,Singapore,82,13.44
47.236.164.215,2082,2082,false,SIN,Asia Pacific,Singapore,10,13.44
8.219.113.232,2096,2096,true,SIN,Asia Pacific,Singapore,146,13.44
47.236.149.160,8880,8880,false,SIN,Asia Pacific,Singapore,19,13.44
8.219.159.232,8080,8080,false,SIN,Asia Pacific,Singapore,7,13.44
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,34,13.44
8.219.92.89,2095,2095,false,SIN,Asia Pacific,Singapore,27,13.44
47.236.76.199,8880,8880,false,SIN,Asia Pacific,Singapore,24,13.43
47.236.204.110,2083,2083,true,SIN,Asia Pacific,Singapore,120,13.43
8.219.199.220,2082,2082,false,SIN,Asia Pacific,Singapore,5,13.43
47.236.7.206,2053,2053,true,SIN,Asia Pacific,Singapore,132,13.43
8.219.161.102,2087,2087,true,SIN,Asia Pacific,Singapore,135,13.42
8.219.129.38,8080,8080,false,SIN,Asia Pacific,Singapore,10,13.42
8.219.153.136,2096,2096,true,SIN,Asia Pacific,Singapore,85,13.42
8.222.208.83,2082,2082,false,SIN,Asia Pacific,Singapore,7,13.42
8.222.197.251,443,443,true,SIN,Asia Pacific,Singapore,97,13.42
8.219.114.201,2053,2053,true,SIN,Asia Pacific,Singapore,115,13.41
8.217.75.193,8880,80,false,HKG,Asia Pacific,Hong Kong,42,13.41
8.219.159.232,2083,2083,true,SIN,Asia Pacific,Singapore,119,13.41
8.219.134.117,80,80,false,SIN,Asia Pacific,Singapore,12,13.41
8.222.193.208,80,80,false,SIN,Asia Pacific,Singapore,3,13.41
8.219.84.102,2082,2082,false,SIN,Asia Pacific,Singapore,14,13.40
8.222.144.50,2086,2086,false,SIN,Asia Pacific,Singapore,11,13.40
8.222.129.32,2096,2096,true,SIN,Asia Pacific,Singapore,95,13.40
8.219.137.50,80,80,false,SIN,Asia Pacific,Singapore,11,13.39
8.219.210.93,8880,8880,false,SIN,Asia Pacific,Singapore,15,13.39
47.236.123.133,8443,8443,true,SIN,Asia Pacific,Singapore,89,13.39
8.219.126.240,8080,8080,false,SIN,Asia Pacific,Singapore,19,13.39
8.219.140.229,2087,2087,true,SIN,Asia Pacific,Singapore,145,13.39
8.219.222.98,443,443,true,SIN,Asia Pacific,Singapore,205,13.39
8.219.60.68,80,80,false,SIN,Asia Pacific,Singapore,8,13.38
8.222.223.34,8443,8443,true,SIN,Asia Pacific,Singapore,54,13.38
8.219.106.156,80,80,false,SIN,Asia Pacific,Singapore,15,13.37
8.219.139.86,2087,2087,true,SIN,Asia Pacific,Singapore,199,13.37
8.222.188.56,2087,2087,true,SIN,Asia Pacific,Singapore,86,13.37
47.236.173.200,8443,8443,true,SIN,Asia Pacific,Singapore,162,13.37
8.219.93.85,80,80,false,SIN,Asia Pacific,Singapore,4,13.36
8.222.214.13,2095,2095,false,SIN,Asia Pacific,Singapore,15,13.36
8.219.77.222,8443,8443,true,SIN,Asia Pacific,Singapore,134,13.36
8.222.140.87,8880,8880,false,SIN,Asia Pacific,Singapore,8,13.36
47.236.171.20,2053,2053,true,SIN,Asia Pacific,Singapore,110,13.36
8.222.160.176,2086,2086,false,SIN,Asia Pacific,Singapore,5,13.35
8.219.110.88,2087,2087,true,SIN,Asia Pacific,Singapore,96,13.35
8.222.208.83,2083,2083,true,SIN,Asia Pacific,Singapore,74,13.35
8.219.201.174,2053,2053,true,SIN,Asia Pacific,Singapore,170,13.35
8.222.212.116,2053,2053,true,SIN,Asia Pacific,Singapore,97,13.35
8.219.235.164,2096,2096,true,SIN,Asia Pacific,Singapore,63,13.35
8.219.78.1,2096,2096,true,SIN,Asia Pacific,Singapore,164,13.34
8.222.197.251,8443,8443,true,SIN,Asia Pacific,Singapore,16,13.34
47.236.97.254,80,80,false,SIN,Asia Pacific,Singapore,21,13.34
47.236.146.249,2096,2096,true,SIN,Asia Pacific,Singapore,71,13.34
8.217.85.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,675,13.34
8.222.140.87,8443,8443,true,SIN,Asia Pacific,Singapore,135,13.34
47.236.19.51,2053,2053,true,SIN,Asia Pacific,Singapore,116,13.34
47.236.75.113,2083,2083,true,SIN,Asia Pacific,Singapore,114,13.34
8.219.40.37,2087,2087,true,SIN,Asia Pacific,Singapore,161,13.34
8.219.139.86,8443,8443,true,SIN,Asia Pacific,Singapore,134,13.34
8.219.145.245,2053,2053,true,SIN,Asia Pacific,Singapore,71,13.34
47.236.167.231,2052,2052,false,SIN,Asia Pacific,Singapore,9,13.33
8.219.140.229,2082,2082,false,SIN,Asia Pacific,Singapore,44,13.33
8.219.142.191,2096,2096,true,SIN,Asia Pacific,Singapore,40,13.33
8.222.138.164,2083,2083,true,SIN,Asia Pacific,Singapore,153,13.32
8.222.215.228,2083,2083,true,SIN,Asia Pacific,Singapore,86,13.32
8.219.220.122,8443,8443,true,SIN,Asia Pacific,Singapore,130,13.32
8.219.134.63,8443,8443,true,SIN,Asia Pacific,Singapore,102,13.32
47.236.104.123,2086,2086,false,SIN,Asia Pacific,Singapore,24,13.32
8.222.227.191,2082,2082,false,SIN,Asia Pacific,Singapore,15,13.32
8.222.219.34,443,443,true,SIN,Asia Pacific,Singapore,42,13.32
8.222.219.252,8880,8880,false,SIN,Asia Pacific,Singapore,17,13.31
47.236.119.253,2052,2052,false,SIN,Asia Pacific,Singapore,21,13.31
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,15,13.31
47.236.75.113,8443,8443,true,SIN,Asia Pacific,Singapore,97,13.30
47.236.195.137,2052,2052,false,SIN,Asia Pacific,Singapore,22,13.30
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,130,13.30
47.245.113.75,2086,2086,false,SIN,Asia Pacific,Singapore,20,13.30
47.236.181.155,8880,8880,false,SIN,Asia Pacific,Singapore,30,13.30
8.222.149.233,2096,2096,true,SIN,Asia Pacific,Singapore,135,13.30
8.222.164.44,2095,2095,false,SIN,Asia Pacific,Singapore,9,13.29
47.236.169.236,2087,2087,true,SIN,Asia Pacific,Singapore,97,13.29
8.219.6.187,2086,2086,false,SIN,Asia Pacific,Singapore,54,13.29
8.222.193.208,2083,2083,true,SIN,Asia Pacific,Singapore,36,13.29
8.219.92.89,2096,2096,true,SIN,Asia Pacific,Singapore,155,13.28
47.236.187.144,2086,2086,false,SIN,Asia Pacific,Singapore,8,13.28
8.219.163.195,2087,2087,true,SIN,Asia Pacific,Singapore,90,13.28
8.219.173.239,2052,2052,false,SIN,Asia Pacific,Singapore,17,13.28
8.222.159.252,2096,2096,true,SIN,Asia Pacific,Singapore,134,13.28
8.219.247.203,2087,2087,true,SIN,Asia Pacific,Singapore,107,13.27
47.236.116.208,8880,8880,false,SIN,Asia Pacific,Singapore,38,13.27
8.219.102.252,2082,2082,false,SIN,Asia Pacific,Singapore,9,13.27
8.222.184.198,2096,2096,true,SIN,Asia Pacific,Singapore,84,13.26
8.219.103.65,2087,2087,true,SIN,Asia Pacific,Singapore,103,13.26
8.219.124.227,2053,2053,true,SIN,Asia Pacific,Singapore,128,13.26
8.219.213.84,2082,2082,false,SIN,Asia Pacific,Singapore,6,13.26
8.222.162.45,2053,2053,true,SIN,Asia Pacific,Singapore,72,13.26
8.219.101.138,2052,2052,false,SIN,Asia Pacific,Singapore,44,13.25
8.219.196.117,2086,2086,false,SIN,Asia Pacific,Singapore,5,13.25
8.219.153.44,2053,2053,true,SIN,Asia Pacific,Singapore,60,13.25
8.219.89.201,8880,8880,false,SIN,Asia Pacific,Singapore,13,13.25
47.236.163.221,2087,2087,true,SIN,Asia Pacific,Singapore,119,13.25
47.236.97.254,2087,2087,true,SIN,Asia Pacific,Singapore,98,13.25
8.222.222.64,8080,8080,false,SIN,Asia Pacific,Singapore,4,13.25
47.236.10.100,2053,2053,true,SIN,Asia Pacific,Singapore,121,13.24
8.219.121.87,2052,2052,false,SIN,Asia Pacific,Singapore,23,13.24
8.219.201.8,80,80,false,SIN,Asia Pacific,Singapore,21,13.24
47.236.88.181,8443,8443,true,SIN,Asia Pacific,Singapore,111,13.24
8.219.154.107,8443,8443,true,SIN,Asia Pacific,Singapore,346,13.24
8.219.63.193,8443,8443,true,SIN,Asia Pacific,Singapore,98,13.24
8.219.206.53,2052,2052,false,SIN,Asia Pacific,Singapore,17,13.23
8.219.110.88,2083,2083,true,SIN,Asia Pacific,Singapore,132,13.23
47.236.125.4,2052,2052,false,SIN,Asia Pacific,Singapore,15,13.23
8.219.99.8,2087,2087,true,SIN,Asia Pacific,Singapore,134,13.23
47.236.19.51,2087,2087,true,SIN,Asia Pacific,Singapore,148,13.23
8.222.138.175,2053,2053,true,SIN,Asia Pacific,Singapore,107,13.22
8.222.236.229,8443,8443,true,SIN,Asia Pacific,Singapore,72,13.22
8.222.224.163,8880,8880,false,SIN,Asia Pacific,Singapore,10,13.22
8.219.208.69,2052,2052,false,SIN,Asia Pacific,Singapore,20,13.22
8.219.167.113,8443,8443,true,SIN,Asia Pacific,Singapore,137,13.21
8.219.72.51,443,443,true,SIN,Asia Pacific,Singapore,109,13.21
8.222.160.61,2082,2082,false,SIN,Asia Pacific,Singapore,5,13.21
47.236.206.153,2053,2053,true,SIN,Asia Pacific,Singapore,38,13.20
47.236.83.239,2053,2053,true,SIN,Asia Pacific,Singapore,100,13.20
8.219.113.232,80,80,false,SIN,Asia Pacific,Singapore,6,13.20
8.219.193.22,2082,2082,false,SIN,Asia Pacific,Singapore,21,13.20
8.222.221.109,8880,8880,false,SIN,Asia Pacific,Singapore,11,13.20
8.222.226.15,2095,2095,false,SIN,Asia Pacific,Singapore,42,13.19
8.222.184.198,8443,8443,true,SIN,Asia Pacific,Singapore,75,13.19
8.219.154.107,2053,2053,true,SIN,Asia Pacific,Singapore,49,13.19
47.236.97.90,2083,2083,true,SIN,Asia Pacific,Singapore,128,13.19
47.236.144.196,2053,2053,true,SIN,Asia Pacific,Singapore,106,13.19
47.236.94.113,2095,2095,false,SIN,Asia Pacific,Singapore,19,13.19
47.236.166.184,2053,2053,true,SIN,Asia Pacific,Singapore,172,13.18
8.222.146.222,2053,2053,true,SIN,Asia Pacific,Singapore,119,13.18
47.245.89.102,2096,2096,true,SIN,Asia Pacific,Singapore,88,13.18
8.219.56.205,2086,2086,false,SIN,Asia Pacific,Singapore,12,13.18
8.219.198.34,2096,2096,true,SIN,Asia Pacific,Singapore,153,13.18
8.222.180.242,8880,8880,false,SIN,Asia Pacific,Singapore,41,13.18
8.222.215.228,2096,2096,true,SIN,Asia Pacific,Singapore,70,13.18
8.219.193.22,8880,8880,false,SIN,Asia Pacific,Singapore,35,13.18
8.222.167.147,80,80,false,SIN,Asia Pacific,Singapore,16,13.18
47.236.166.84,8443,8443,true,SIN,Asia Pacific,Singapore,159,13.17
8.219.247.203,2083,2083,true,SIN,Asia Pacific,Singapore,145,13.17
8.222.210.182,8880,8880,false,SIN,Asia Pacific,Singapore,4,13.17
8.219.198.34,443,443,true,SIN,Asia Pacific,Singapore,65,13.16
8.222.221.86,443,443,true,SIN,Asia Pacific,Singapore,88,13.16
8.219.142.229,2053,2053,true,SIN,Asia Pacific,Singapore,127,13.16
8.219.134.63,2086,2086,false,SIN,Asia Pacific,Singapore,15,13.15
8.219.90.32,2052,2052,false,SIN,Asia Pacific,Singapore,8,13.15
8.219.233.6,2096,2096,true,SIN,Asia Pacific,Singapore,142,13.15
8.219.114.201,2096,2096,true,SIN,Asia Pacific,Singapore,168,13.15
8.222.254.91,80,80,false,SIN,Asia Pacific,Singapore,9,13.15
8.219.249.148,80,80,false,SIN,Asia Pacific,Singapore,19,13.14
47.237.9.179,2095,2095,false,SIN,Asia Pacific,Singapore,27,13.14
8.219.206.180,2096,2096,true,SIN,Asia Pacific,Singapore,139,13.14
8.222.208.83,2053,2053,true,SIN,Asia Pacific,Singapore,157,13.14
8.222.146.222,2086,2086,false,SIN,Asia Pacific,Singapore,5,13.14
8.219.123.244,2096,2096,true,SIN,Asia Pacific,Singapore,108,13.14
47.236.10.182,2087,2087,true,SIN,Asia Pacific,Singapore,172,13.13
8.222.252.150,2087,2087,true,SIN,Asia Pacific,Singapore,138,13.13
47.245.80.142,8080,8080,false,SIN,Asia Pacific,Singapore,18,13.13
47.237.8.82,2087,2087,true,SIN,Asia Pacific,Singapore,145,13.13
47.236.94.109,2096,2096,true,SIN,Asia Pacific,Singapore,158,13.13
47.236.149.160,2096,2096,true,SIN,Asia Pacific,Singapore,139,13.13
8.222.133.247,8443,8443,true,SIN,Asia Pacific,Singapore,126,13.12
8.219.84.214,2052,2052,false,SIN,Asia Pacific,Singapore,6,13.12
8.219.233.6,8443,8443,true,SIN,Asia Pacific,Singapore,125,13.12
8.219.63.193,2082,2082,false,SIN,Asia Pacific,Singapore,25,13.12
8.219.110.88,2083,2083,true,SIN,Asia Pacific,Singapore,92,13.12
8.222.229.22,2096,2096,true,SIN,Asia Pacific,Singapore,70,13.12
8.219.210.226,2053,2053,true,SIN,Asia Pacific,Singapore,125,13.11
8.222.244.192,80,80,false,SIN,Asia Pacific,Singapore,34,13.11
8.219.148.161,8880,8880,false,SIN,Asia Pacific,Singapore,11,13.11
8.219.126.3,2096,2096,true,SIN,Asia Pacific,Singapore,156,13.11
8.219.248.170,8443,8443,true,SIN,Asia Pacific,Singapore,76,13.11
8.219.173.233,80,80,false,SIN,Asia Pacific,Singapore,22,13.11
47.236.15.73,2053,2053,true,SIN,Asia Pacific,Singapore,165,13.10
47.236.254.120,2052,2052,false,SIN,Asia Pacific,Singapore,17,13.10
47.236.169.236,2083,2083,true,SIN,Asia Pacific,Singapore,65,13.10
8.219.90.32,2095,2095,false,SIN,Asia Pacific,Singapore,5,13.10
8.222.210.182,443,443,true,SIN,Asia Pacific,Singapore,142,13.10
47.236.130.95,2083,2083,true,SIN,Asia Pacific,Singapore,91,13.10
8.219.123.244,2053,2053,true,SIN,Asia Pacific,Singapore,102,13.09
47.236.146.249,2087,2087,true,SIN,Asia Pacific,Singapore,125,13.09
8.222.164.209,2052,2052,false,SIN,Asia Pacific,Singapore,17,13.09
8.218.207.169,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,13.09
8.219.147.58,2096,2096,true,SIN,Asia Pacific,Singapore,126,13.09
47.236.97.254,2096,2096,true,SIN,Asia Pacific,Singapore,164,13.09
8.222.137.192,80,80,false,SIN,Asia Pacific,Singapore,12,13.09
8.219.194.170,2087,2087,true,SIN,Asia Pacific,Singapore,108,13.08
8.222.238.141,2096,2096,true,SIN,Asia Pacific,Singapore,40,13.08
47.245.110.13,8443,8443,true,SIN,Asia Pacific,Singapore,45,13.08
8.222.208.38,443,443,true,SIN,Asia Pacific,Singapore,257,13.08
8.219.97.179,8443,8443,true,SIN,Asia Pacific,Singapore,191,13.08
47.236.195.137,8443,8443,true,SIN,Asia Pacific,Singapore,146,13.08
47.236.73.123,80,80,false,SIN,Asia Pacific,Singapore,18,13.07
8.219.153.237,8080,8080,false,NRT,Asia Pacific,Tokyo,76,13.07
47.236.145.180,2086,2086,false,SIN,Asia Pacific,Singapore,28,13.06
8.218.122.55,443,443,true,HKG,Asia Pacific,Hong Kong,50,13.06
8.219.1.92,8880,8880,false,SIN,Asia Pacific,Singapore,3,13.06
8.219.51.211,2086,2086,false,SIN,Asia Pacific,Singapore,10,13.06
8.219.129.38,2087,2087,true,SIN,Asia Pacific,Singapore,91,13.05
8.219.201.245,2083,2083,true,SIN,Asia Pacific,Singapore,120,13.05
8.222.180.242,8880,8880,false,SIN,Asia Pacific,Singapore,16,13.05
8.222.136.247,8080,8080,false,SIN,Asia Pacific,Singapore,10,13.05
