IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.20.114,2082,2082,false,SIN,Asia Pacific,Singapore,28,13.57
47.236.109.115,2087,2087,true,SIN,Asia Pacific,Singapore,113,13.57
8.219.245.232,2053,2053,true,SIN,Asia Pacific,Singapore,148,13.57
8.219.250.239,80,80,false,SIN,Asia Pacific,Singapore,15,13.57
8.222.144.50,2083,2083,true,SIN,Asia Pacific,Singapore,93,13.56
47.236.11.68,2083,2083,true,SIN,Asia Pacific,Singapore,77,13.56
47.236.83.196,2087,2087,true,SIN,Asia Pacific,Singapore,185,13.55
8.219.141.174,2095,2095,false,SIN,Asia Pacific,Singapore,16,13.55
8.222.229.22,2083,2083,true,SIN,Asia Pacific,Singapore,180,13.55
47.245.90.176,2052,2052,false,SIN,Asia Pacific,Singapore,4,13.55
8.217.145.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,13.54
8.219.253.185,8443,8443,true,SIN,Asia Pacific,Singapore,111,13.54
47.236.109.115,8443,8443,true,SIN,Asia Pacific,Singapore,140,13.54
8.219.204.120,8443,8443,true,SIN,Asia Pacific,Singapore,169,13.54
8.219.241.189,2096,2096,true,SIN,Asia Pacific,Singapore,112,13.54
47.236.92.191,2082,2082,false,SIN,Asia Pacific,Singapore,11,13.53
47.236.79.87,2086,2086,false,SIN,Asia Pacific,Singapore,17,13.53
8.219.206.53,80,80,false,SIN,Asia Pacific,Singapore,16,13.52
8.222.224.162,8880,8880,false,SIN,Asia Pacific,Singapore,6,13.52
8.219.63.66,2082,2082,false,SIN,Asia Pacific,Singapore,9,13.52
8.222.208.83,80,80,false,SIN,Asia Pacific,Singapore,17,13.52
8.219.101.138,80,80,false,SIN,Asia Pacific,Singapore,16,13.52
8.222.223.34,2087,2087,true,SIN,Asia Pacific,Singapore,101,13.51
8.219.13.143,443,443,true,SIN,Asia Pacific,Singapore,84,13.51
8.222.129.245,2083,2083,true,SIN,Asia Pacific,Singapore,102,13.50
8.218.142.253,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,13.50
8.219.12.152,8880,8880,false,SIN,Asia Pacific,Singapore,7,13.50
8.219.242.131,2087,2087,true,SIN,Asia Pacific,Singapore,138,13.50
8.222.244.123,8080,8080,false,SIN,Asia Pacific,Singapore,4,13.50
8.222.204.110,2052,2052,false,SIN,Asia Pacific,Singapore,12,13.49
8.219.204.120,2087,2087,true,SIN,Asia Pacific,Singapore,202,13.49
8.222.190.225,8443,8443,true,SIN,Asia Pacific,Singapore,83,13.49
8.222.212.172,8880,8880,false,SIN,Asia Pacific,Singapore,6,13.49
8.219.129.38,2082,2082,false,SIN,Asia Pacific,Singapore,5,13.49
47.76.178.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,13.49
8.219.77.91,8443,8443,true,SIN,Asia Pacific,Singapore,62,13.48
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,117,13.48
8.219.82.177,2083,2083,true,SIN,Asia Pacific,Singapore,97,13.48
8.217.147.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,83,13.47
8.218.143.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,79,13.47
8.217.207.60,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,13.47
47.236.17.165,2082,2082,false,SIN,Asia Pacific,Singapore,22,13.47
47.236.29.235,2086,2086,false,SIN,Asia Pacific,Singapore,13,13.47
8.219.13.143,8880,8880,false,SIN,Asia Pacific,Singapore,4,13.46
8.219.6.157,2053,2053,true,SIN,Asia Pacific,Singapore,96,13.46
47.236.148.174,2096,2096,true,SIN,Asia Pacific,Singapore,179,13.46
8.219.179.34,2087,2087,true,SIN,Asia Pacific,Singapore,273,13.45
8.219.177.205,2052,2052,false,SIN,Asia Pacific,Singapore,7,13.45
47.236.116.208,2083,2083,true,SIN,Asia Pacific,Singapore,103,13.44
8.222.226.15,2082,2082,false,SIN,Asia Pacific,Singapore,5,13.44
47.236.233.166,2095,2095,false,SIN,Asia Pacific,Singapore,12,13.43
8.222.212.172,8443,8443,true,SIN,Asia Pacific,Singapore,85,13.43
8.222.211.16,2053,2053,true,SIN,Asia Pacific,Singapore,168,13.43
47.236.7.13,8443,8443,true,SIN,Asia Pacific,Singapore,147,13.43
8.219.6.187,2086,2086,false,SIN,Asia Pacific,Singapore,17,13.43
8.219.210.93,8443,8443,true,SIN,Asia Pacific,Singapore,129,13.42
47.236.83.239,2083,2083,true,SIN,Asia Pacific,Singapore,141,13.42
8.222.168.234,8880,8880,false,SIN,Asia Pacific,Singapore,20,13.41
8.222.193.208,2052,2052,false,SIN,Asia Pacific,Singapore,19,13.41
47.236.90.62,2083,2083,true,SIN,Asia Pacific,Singapore,87,13.40
47.236.109.115,2095,2095,false,SIN,Asia Pacific,Singapore,55,13.40
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,36,13.40
47.236.164.215,2082,2082,false,SIN,Asia Pacific,Singapore,19,13.39
8.219.218.21,2096,2096,true,SIN,Asia Pacific,Singapore,58,13.39
8.222.219.34,2095,2095,false,SIN,Asia Pacific,Singapore,9,13.39
8.222.254.91,2086,2086,false,SIN,Asia Pacific,Singapore,8,13.38
8.222.187.107,2087,2087,true,SIN,Asia Pacific,Singapore,44,13.38
8.219.186.22,2095,2095,false,SIN,Asia Pacific,Singapore,17,13.37
8.222.244.123,2052,2052,false,SIN,Asia Pacific,Singapore,12,13.36
47.236.179.182,8443,8443,true,SIN,Asia Pacific,Singapore,116,13.36
8.219.121.87,8443,8443,true,SIN,Asia Pacific,Singapore,141,13.36
8.222.136.247,2096,2096,true,SIN,Asia Pacific,Singapore,196,13.36
47.236.104.98,2053,2053,true,SIN,Asia Pacific,Singapore,156,13.36
47.236.20.114,8880,8880,false,SIN,Asia Pacific,Singapore,17,13.36
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,8,13.35
8.219.53.142,2082,2082,false,SIN,Asia Pacific,Singapore,4,13.35
8.219.186.22,80,80,false,SIN,Asia Pacific,Singapore,24,13.34
8.219.51.49,8080,8080,false,SIN,Asia Pacific,Singapore,12,13.34
47.236.4.129,8880,8880,false,SIN,Asia Pacific,Singapore,25,13.34
8.219.92.89,8443,8443,true,SIN,Asia Pacific,Singapore,126,13.33
47.236.175.189,2086,2086,false,SIN,Asia Pacific,Singapore,33,13.33
8.219.230.254,2083,2083,true,SIN,Asia Pacific,Singapore,146,13.33
47.236.164.215,2083,2083,true,SIN,Asia Pacific,Singapore,133,13.32
8.219.73.188,443,443,true,SIN,Asia Pacific,Singapore,133,13.32
8.218.48.92,8443,8443,true,HKG,Asia Pacific,Hong Kong,673,13.31
47.236.244.37,8880,8880,false,SIN,Asia Pacific,Singapore,32,13.31
8.222.211.124,2083,2083,true,SIN,Asia Pacific,Singapore,116,13.31
8.219.177.205,80,80,false,SIN,Asia Pacific,Singapore,12,13.31
8.222.229.102,2083,2083,true,SIN,Asia Pacific,Singapore,53,13.31
47.236.12.73,80,80,false,SIN,Asia Pacific,Singapore,16,13.31
8.219.66.156,2052,2052,false,NRT,Asia Pacific,Tokyo,98,13.30
8.222.170.152,80,80,false,NRT,Asia Pacific,Tokyo,81,13.30
8.219.103.57,2083,2083,true,SIN,Asia Pacific,Singapore,133,13.30
8.222.208.38,8080,8080,false,SIN,Asia Pacific,Singapore,24,13.30
8.217.159.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,463,13.30
8.219.201.245,2096,2096,true,SIN,Asia Pacific,Singapore,182,13.30
8.219.245.187,2082,2082,false,SIN,Asia Pacific,Singapore,10,13.29
8.219.228.193,80,80,false,SIN,Asia Pacific,Singapore,44,13.29
8.219.193.22,2053,2053,true,SIN,Asia Pacific,Singapore,172,13.29
47.236.173.200,8880,8880,false,SIN,Asia Pacific,Singapore,38,13.29
47.236.71.226,8443,8443,true,SIN,Asia Pacific,Singapore,100,13.28
8.219.210.93,2053,2053,true,SIN,Asia Pacific,Singapore,116,13.28
47.236.65.11,8443,8443,true,SIN,Asia Pacific,Singapore,91,13.28
47.236.92.32,2087,2087,true,SIN,Asia Pacific,Singapore,80,13.27
47.236.171.112,80,80,false,SIN,Asia Pacific,Singapore,31,13.27
8.222.131.102,2082,2082,false,SIN,Asia Pacific,Singapore,23,13.26
8.219.201.8,2082,2082,false,SIN,Asia Pacific,Singapore,22,13.26
8.219.174.213,2083,2083,true,SIN,Asia Pacific,Singapore,172,13.26
8.219.247.53,2082,2082,false,SIN,Asia Pacific,Singapore,17,13.26
8.219.178.225,2053,2053,true,SIN,Asia Pacific,Singapore,73,13.26
8.222.193.208,2086,2086,false,SIN,Asia Pacific,Singapore,3,13.26
8.219.222.8,80,80,false,SIN,Asia Pacific,Singapore,6,13.25
47.237.9.59,80,80,false,SIN,Asia Pacific,Singapore,31,13.25
8.219.99.8,2096,2096,true,SIN,Asia Pacific,Singapore,101,13.25
47.236.144.208,2082,2082,false,SIN,Asia Pacific,Singapore,23,13.25
8.219.6.157,443,443,true,SIN,Asia Pacific,Singapore,86,13.25
8.219.174.213,443,443,true,SIN,Asia Pacific,Singapore,133,13.24
8.222.223.34,2083,2083,true,SIN,Asia Pacific,Singapore,62,13.24
8.219.217.81,2096,2096,true,SIN,Asia Pacific,Singapore,136,13.24
8.222.168.234,80,80,false,SIN,Asia Pacific,Singapore,8,13.24
8.219.53.142,2096,2096,true,SIN,Asia Pacific,Singapore,117,13.23
8.219.63.66,2096,2096,true,SIN,Asia Pacific,Singapore,86,13.23
8.219.233.6,8443,8443,true,SIN,Asia Pacific,Singapore,95,13.23
47.236.31.73,2053,2053,true,SIN,Asia Pacific,Singapore,150,13.23
8.222.244.123,443,443,true,SIN,Asia Pacific,Singapore,140,13.23
8.222.147.203,2087,2087,true,SIN,Asia Pacific,Singapore,94,13.22
47.236.4.129,2095,2095,false,SIN,Asia Pacific,Singapore,20,13.22
47.236.123.133,2087,2087,true,SIN,Asia Pacific,Singapore,126,13.22
8.219.228.88,2096,2096,true,SIN,Asia Pacific,Singapore,122,13.22
8.219.235.164,8080,8080,false,SIN,Asia Pacific,Singapore,49,13.22
8.219.253.185,2086,2086,false,SIN,Asia Pacific,Singapore,22,13.20
47.237.27.69,8443,8443,true,SIN,Asia Pacific,Singapore,115,13.20
47.236.92.191,8880,8880,false,SIN,Asia Pacific,Singapore,52,13.20
8.219.248.170,8880,8880,false,SIN,Asia Pacific,Singapore,5,13.19
47.236.71.226,2053,2053,true,SIN,Asia Pacific,Singapore,130,13.19
8.219.228.186,443,443,true,SIN,Asia Pacific,Singapore,122,13.19
8.219.253.114,2082,2082,false,SIN,Asia Pacific,Singapore,14,13.19
8.219.228.88,8443,8443,true,SIN,Asia Pacific,Singapore,55,13.19
47.236.12.73,2052,2052,false,SIN,Asia Pacific,Singapore,11,13.19
8.222.150.163,2083,2083,true,SIN,Asia Pacific,Singapore,135,13.18
8.219.170.58,8443,8443,true,SIN,Asia Pacific,Singapore,125,13.18
8.219.228.193,443,443,true,SIN,Asia Pacific,Singapore,142,13.18
8.219.233.6,8880,8880,false,SIN,Asia Pacific,Singapore,9,13.18
8.222.224.163,80,80,false,SIN,Asia Pacific,Singapore,17,13.18
8.222.146.222,2096,2096,true,SIN,Asia Pacific,Singapore,106,13.18
8.219.241.189,8080,8080,false,SIN,Asia Pacific,Singapore,7,13.18
47.236.23.102,2053,2053,true,SIN,Asia Pacific,Singapore,159,13.18
8.222.229.22,2087,2087,true,SIN,Asia Pacific,Singapore,66,13.17
8.218.122.55,2096,2096,true,HKG,Asia Pacific,Hong Kong,84,13.17
8.219.87.34,2096,2096,true,SIN,Asia Pacific,Singapore,77,13.17
8.219.230.254,8080,8080,false,SIN,Asia Pacific,Singapore,6,13.17
8.222.202.163,2053,2053,true,SIN,Asia Pacific,Singapore,155,13.17
8.219.173.233,8080,8080,false,SIN,Asia Pacific,Singapore,33,13.17
47.236.123.218,2096,2096,true,SIN,Asia Pacific,Singapore,103,13.17
47.236.29.235,2083,2083,true,SIN,Asia Pacific,Singapore,125,13.16
47.74.37.50,2096,2096,true,NRT,Asia Pacific,Tokyo,70,13.16
8.219.217.81,2087,2087,true,SIN,Asia Pacific,Singapore,107,13.16
8.219.194.170,2082,2082,false,SIN,Asia Pacific,Singapore,9,13.15
8.222.212.172,80,80,false,SIN,Asia Pacific,Singapore,13,13.15
8.219.93.85,80,80,false,SIN,Asia Pacific,Singapore,4,13.15
8.219.43.243,8443,8443,true,SIN,Asia Pacific,Singapore,133,13.15
47.236.87.246,2052,2052,false,SIN,Asia Pacific,Singapore,15,13.14
47.236.166.131,8880,8880,false,SIN,Asia Pacific,Singapore,22,13.14
47.236.116.26,443,443,true,SIN,Asia Pacific,Singapore,73,13.14
8.222.167.147,2087,2087,true,SIN,Asia Pacific,Singapore,63,13.14
47.236.7.246,8443,8443,true,SIN,Asia Pacific,Singapore,170,13.13
47.236.106.234,2086,2086,false,SIN,Asia Pacific,Singapore,24,13.13
47.245.90.176,2053,2053,true,SIN,Asia Pacific,Singapore,19,13.13
8.219.152.195,8443,8443,true,SIN,Asia Pacific,Singapore,121,13.13
8.219.215.214,2052,2052,false,SIN,Asia Pacific,Singapore,10,13.12
47.236.192.198,8880,8880,false,SIN,Asia Pacific,Singapore,19,13.12
8.219.134.117,2096,2096,true,SIN,Asia Pacific,Singapore,88,13.12
47.237.28.121,2087,2087,true,SIN,Asia Pacific,Singapore,81,13.12
8.219.255.171,8443,8443,true,SIN,Asia Pacific,Singapore,100,13.12
8.219.228.88,8880,8880,false,SIN,Asia Pacific,Singapore,24,13.12
47.237.27.71,2053,2053,true,SIN,Asia Pacific,Singapore,96,13.12
8.218.105.223,2053,2053,true,HKG,Asia Pacific,Hong Kong,54,13.12
8.222.221.86,2087,2087,true,SIN,Asia Pacific,Singapore,88,13.11
47.236.145.180,2053,2053,true,SIN,Asia Pacific,Singapore,100,13.11
8.222.213.221,80,80,false,SIN,Asia Pacific,Singapore,72,13.10
8.218.110.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,13.10
8.219.255.171,2087,2087,true,SIN,Asia Pacific,Singapore,103,13.10
47.236.7.13,2082,2082,false,SIN,Asia Pacific,Singapore,14,13.10
8.219.202.130,2096,2096,true,SIN,Asia Pacific,Singapore,153,13.09
8.222.227.191,2087,2087,true,SIN,Asia Pacific,Singapore,104,13.09
8.219.121.87,2096,2096,true,SIN,Asia Pacific,Singapore,109,13.09
47.236.90.62,8443,8443,true,SIN,Asia Pacific,Singapore,24,13.09
47.236.88.134,2096,2096,true,SIN,Asia Pacific,Singapore,26,13.08
47.236.173.200,2083,2083,true,SIN,Asia Pacific,Singapore,198,13.08
8.219.152.195,8880,8880,false,SIN,Asia Pacific,Singapore,31,13.08
8.219.208.69,2082,2082,false,SIN,Asia Pacific,Singapore,15,13.08
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,10,13.08
8.222.133.247,2096,2096,true,SIN,Asia Pacific,Singapore,92,13.08
8.219.65.191,2095,2095,false,SIN,Asia Pacific,Singapore,5,13.07
8.222.208.83,8080,8080,false,SIN,Asia Pacific,Singapore,4,13.07
8.219.94.44,2082,2082,false,SIN,Asia Pacific,Singapore,7,13.07
8.219.4.122,443,443,true,SIN,Asia Pacific,Singapore,100,13.07
8.219.213.84,2053,2053,true,SIN,Asia Pacific,Singapore,196,13.07
47.237.80.66,2083,2083,true,SIN,Asia Pacific,Singapore,69,13.07
8.219.196.117,2082,2082,false,SIN,Asia Pacific,Singapore,13,13.06
8.219.218.21,80,80,false,SIN,Asia Pacific,Singapore,23,13.06
8.219.129.38,2087,2087,true,SIN,Asia Pacific,Singapore,45,13.06
47.245.102.156,2086,2086,false,SIN,Asia Pacific,Singapore,16,13.06
8.219.173.195,2053,2053,true,SIN,Asia Pacific,Singapore,147,13.06
8.217.145.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,13.06
47.236.75.113,2083,2083,true,SIN,Asia Pacific,Singapore,96,13.06
8.219.159.232,443,443,true,SIN,Asia Pacific,Singapore,90,13.05
8.219.213.84,8443,8443,true,SIN,Asia Pacific,Singapore,327,13.05
8.219.213.133,8880,8880,false,SIN,Asia Pacific,Singapore,19,13.05
47.236.144.48,8443,8443,true,SIN,Asia Pacific,Singapore,61,13.05
47.236.164.215,8080,8080,false,SIN,Asia Pacific,Singapore,43,13.05
47.236.21.51,8080,8080,false,SIN,Asia Pacific,Singapore,16,13.04
8.219.53.222,2096,2096,true,SIN,Asia Pacific,Singapore,113,13.04
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,8,13.04
8.219.66.156,8880,8880,false,NRT,Asia Pacific,Tokyo,72,13.04
8.219.255.171,2083,2083,true,SIN,Asia Pacific,Singapore,192,13.04
8.222.154.50,8080,8080,false,SIN,Asia Pacific,Singapore,8,13.04
8.219.72.50,2095,2095,false,SIN,Asia Pacific,Singapore,5,13.04
8.222.154.50,8443,8443,true,SIN,Asia Pacific,Singapore,33,13.03
8.222.253.235,2053,2053,true,SIN,Asia Pacific,Singapore,100,13.03
8.219.253.185,2083,2083,true,SIN,Asia Pacific,Singapore,134,13.03
8.219.13.143,8880,8880,false,SIN,Asia Pacific,Singapore,6,13.03
47.245.110.13,2082,2082,false,SIN,Asia Pacific,Singapore,6,13.03
8.219.43.243,2053,2053,true,SIN,Asia Pacific,Singapore,95,13.03
8.222.212.172,443,443,true,SIN,Asia Pacific,Singapore,144,13.02
47.236.17.165,2086,2086,false,SIN,Asia Pacific,Singapore,22,13.02
47.237.19.161,80,80,false,SIN,Asia Pacific,Singapore,19,13.02
47.236.15.73,2095,2095,false,SIN,Asia Pacific,Singapore,21,13.02
8.219.238.145,2095,2095,false,SIN,Asia Pacific,Singapore,23,13.02
47.245.113.117,8443,8443,true,SIN,Asia Pacific,Singapore,109,13.02
47.236.76.199,2087,2087,true,SIN,Asia Pacific,Singapore,91,13.02
8.219.5.10,2095,2095,false,SIN,Asia Pacific,Singapore,6,13.02
8.222.221.90,8880,8880,false,SIN,Asia Pacific,Singapore,16,13.01
47.236.78.57,2095,2095,false,SIN,Asia Pacific,Singapore,34,13.01
8.219.73.21,2095,2095,false,SIN,Asia Pacific,Singapore,9,13.01
8.222.244.192,2087,2087,true,SIN,Asia Pacific,Singapore,100,13.01
8.218.156.91,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,13.00
8.219.228.30,2087,2087,true,SIN,Asia Pacific,Singapore,277,13.00
8.219.248.170,8443,8443,true,SIN,Asia Pacific,Singapore,102,13.00
47.237.8.82,2086,2086,false,SIN,Asia Pacific,Singapore,26,12.99
8.222.224.162,2096,2096,true,SIN,Asia Pacific,Singapore,77,12.99
8.219.151.193,8880,8880,false,SIN,Asia Pacific,Singapore,8,12.99
8.222.208.38,2083,2083,true,SIN,Asia Pacific,Singapore,109,12.99
8.219.220.122,2086,2086,false,SIN,Asia Pacific,Singapore,12,12.99
47.236.146.249,8880,8880,false,SIN,Asia Pacific,Singapore,14,12.99
8.222.213.221,2087,2087,true,SIN,Asia Pacific,Singapore,80,12.99
47.236.244.37,2083,2083,true,SIN,Asia Pacific,Singapore,126,12.98
8.219.97.179,2083,2083,true,SIN,Asia Pacific,Singapore,156,12.98
47.245.111.171,2087,2087,true,SIN,Asia Pacific,Singapore,78,12.98
8.222.222.64,2053,2053,true,SIN,Asia Pacific,Singapore,85,12.98
8.219.173.239,2083,2083,true,SIN,Asia Pacific,Singapore,103,12.98
47.236.31.73,8443,8443,true,SIN,Asia Pacific,Singapore,96,12.98
8.219.213.84,2052,2052,false,SIN,Asia Pacific,Singapore,42,12.98
8.219.174.142,2052,2052,false,SIN,Asia Pacific,Singapore,20,12.98
8.219.247.203,2095,2095,false,SIN,Asia Pacific,Singapore,24,12.98
47.236.23.102,2083,2083,true,SIN,Asia Pacific,Singapore,108,12.98
47.236.73.123,8443,8443,true,SIN,Asia Pacific,Singapore,173,12.98
8.219.242.208,2086,2086,false,SIN,Asia Pacific,Singapore,12,12.97
47.236.121.23,2096,2096,true,SIN,Asia Pacific,Singapore,120,12.97
8.219.56.205,2052,2052,false,SIN,Asia Pacific,Singapore,12,12.97
8.222.221.90,2083,2083,true,SIN,Asia Pacific,Singapore,75,12.97
8.222.212.116,2083,2083,true,SIN,Asia Pacific,Singapore,79,12.96
8.219.113.27,8443,8443,true,SIN,Asia Pacific,Singapore,141,12.96
8.219.240.160,8880,8880,false,SIN,Asia Pacific,Singapore,10,12.96
8.222.213.221,2082,2082,false,SIN,Asia Pacific,Singapore,6,12.95
8.222.193.208,2096,2096,true,SIN,Asia Pacific,Singapore,112,12.95
47.236.244.37,2053,2053,true,SIN,Asia Pacific,Singapore,159,12.95
8.219.102.252,8880,8880,false,SIN,Asia Pacific,Singapore,5,12.95
8.219.238.145,2052,2052,false,SIN,Asia Pacific,Singapore,25,12.95
8.219.213.133,2082,2082,false,SIN,Asia Pacific,Singapore,7,12.95
8.219.121.24,2096,2096,true,SIN,Asia Pacific,Singapore,74,12.94
8.222.144.117,2083,2083,true,SIN,Asia Pacific,Singapore,144,12.94
8.222.212.172,8080,8080,false,SIN,Asia Pacific,Singapore,6,12.94
8.222.204.110,8443,8443,true,SIN,Asia Pacific,Singapore,80,12.94
8.222.224.17,8080,8080,false,SIN,Asia Pacific,Singapore,16,12.93
8.219.238.145,2086,2086,false,SIN,Asia Pacific,Singapore,6,12.92
8.219.235.164,2082,2082,false,SIN,Asia Pacific,Singapore,12,12.92
8.222.222.64,8443,8443,true,SIN,Asia Pacific,Singapore,100,12.91
47.236.254.120,2095,2095,false,SIN,Asia Pacific,Singapore,27,12.91
8.222.172.23,2083,2083,true,SIN,Asia Pacific,Singapore,55,12.91
8.222.224.163,2096,2096,true,SIN,Asia Pacific,Singapore,60,12.91
8.219.240.141,8080,8080,false,SIN,Asia Pacific,Singapore,338,12.90
47.236.97.90,8443,8443,true,SIN,Asia Pacific,Singapore,94,12.90
8.219.202.130,2053,2053,true,SIN,Asia Pacific,Singapore,293,12.90
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,34,12.89
47.237.8.82,2096,2096,true,SIN,Asia Pacific,Singapore,148,12.89
47.245.82.78,2096,2096,true,SIN,Asia Pacific,Singapore,53,12.89
8.219.222.8,2095,2095,false,SIN,Asia Pacific,Singapore,20,12.89
8.219.213.133,2086,2086,false,SIN,Asia Pacific,Singapore,18,12.89
8.219.220.88,2096,2096,true,SIN,Asia Pacific,Singapore,125,12.89
8.219.151.193,2096,2096,true,SIN,Asia Pacific,Singapore,119,12.89
8.219.232.219,8880,8880,false,SIN,Asia Pacific,Singapore,31,12.89
8.219.97.179,8880,8880,false,SIN,Asia Pacific,Singapore,20,12.89
8.219.170.180,8080,8080,false,SIN,Asia Pacific,Singapore,7,12.88
8.219.40.255,8880,8880,false,SIN,Asia Pacific,Singapore,9,12.88
47.236.12.73,2095,2095,false,SIN,Asia Pacific,Singapore,34,12.88
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,121,12.88
8.222.193.208,8080,8080,false,SIN,Asia Pacific,Singapore,17,12.88
8.219.170.180,2096,2096,true,SIN,Asia Pacific,Singapore,134,12.88
47.236.202.221,2096,2096,true,SIN,Asia Pacific,Singapore,120,12.87
8.219.174.142,2096,2096,true,SIN,Asia Pacific,Singapore,138,12.87
8.219.245.232,8880,8880,false,SIN,Asia Pacific,Singapore,20,12.87
47.236.167.231,8443,8443,true,SIN,Asia Pacific,Singapore,90,12.86
8.222.136.247,2053,2053,true,SIN,Asia Pacific,Singapore,103,12.86
8.222.248.188,8080,8080,false,SIN,Asia Pacific,Singapore,3,12.85
8.222.136.247,8880,8880,false,SIN,Asia Pacific,Singapore,7,12.85
8.219.65.191,80,80,false,SIN,Asia Pacific,Singapore,42,12.85
47.236.65.232,2087,2087,true,SIN,Asia Pacific,Singapore,115,12.85
8.219.222.98,2086,2086,false,SIN,Asia Pacific,Singapore,16,12.84
8.222.249.98,8443,8443,true,SIN,Asia Pacific,Singapore,58,12.84
8.219.253.114,2053,2053,true,SIN,Asia Pacific,Singapore,110,12.84
8.222.253.235,2087,2087,true,SIN,Asia Pacific,Singapore,202,12.84
47.245.82.78,2083,2083,true,SIN,Asia Pacific,Singapore,9,12.83
8.219.103.126,8443,8443,true,SIN,Asia Pacific,Singapore,93,12.83
8.219.228.193,2053,2053,true,SIN,Asia Pacific,Singapore,109,12.83
8.219.173.239,2095,2095,false,SIN,Asia Pacific,Singapore,32,12.83
8.222.184.198,80,80,false,SIN,Asia Pacific,Singapore,15,12.83
8.219.83.201,2083,2083,true,SIN,Asia Pacific,Singapore,124,12.82
8.219.233.6,2082,2082,false,SIN,Asia Pacific,Singapore,13,12.82
8.219.240.141,2096,2096,true,SIN,Asia Pacific,Singapore,92,12.82
47.236.79.77,2052,2052,false,SIN,Asia Pacific,Singapore,19,12.81
8.222.215.228,2095,2095,false,SIN,Asia Pacific,Singapore,6,12.81
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,128,12.81
8.222.152.165,2053,2053,true,SIN,Asia Pacific,Singapore,51,12.80
8.219.240.141,2052,2052,false,SIN,Asia Pacific,Singapore,24,12.80
47.236.147.146,8880,8880,false,SIN,Asia Pacific,Singapore,16,12.80
47.236.92.32,2087,2087,true,SIN,Asia Pacific,Singapore,98,12.80
47.236.88.134,2087,2087,true,SIN,Asia Pacific,Singapore,164,12.80
47.236.207.133,8880,8880,false,SIN,Asia Pacific,Singapore,60,12.80
8.222.229.22,80,80,false,SIN,Asia Pacific,Singapore,4,12.79
47.237.3.57,2083,2083,true,SIN,Asia Pacific,Singapore,78,12.79
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,47,12.79
47.243.70.197,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,12.78
47.236.39.34,2087,2087,true,SIN,Asia Pacific,Singapore,8,12.78
47.236.189.173,2052,2052,false,SIN,Asia Pacific,Singapore,55,12.78
47.236.204.110,2095,2095,false,SIN,Asia Pacific,Singapore,19,12.78
47.236.144.156,2087,2087,true,SIN,Asia Pacific,Singapore,104,12.78
8.219.245.187,443,443,true,SIN,Asia Pacific,Singapore,143,12.78
8.219.77.111,2052,2052,false,NRT,Asia Pacific,Tokyo,84,12.77
8.222.149.233,2087,2087,true,SIN,Asia Pacific,Singapore,99,12.77
47.236.7.246,80,80,false,SIN,Asia Pacific,Singapore,7,12.77
8.219.251.81,8443,8443,true,SIN,Asia Pacific,Singapore,110,12.77
47.236.189.173,2083,2083,true,SIN,Asia Pacific,Singapore,122,12.77
47.236.97.90,2096,2096,true,SIN,Asia Pacific,Singapore,95,12.77
8.219.61.52,8080,8080,false,SIN,Asia Pacific,Singapore,34,12.76
8.222.211.124,8443,8443,true,SIN,Asia Pacific,Singapore,85,12.76
8.222.249.98,2096,2096,true,SIN,Asia Pacific,Singapore,70,12.76
8.219.12.152,80,80,false,SIN,Asia Pacific,Singapore,18,12.76
47.236.92.191,2096,2096,true,SIN,Asia Pacific,Singapore,44,12.75
8.218.2.181,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,12.75
8.219.66.156,2082,2082,false,NRT,Asia Pacific,Tokyo,71,12.75
8.222.214.13,8080,8080,false,SIN,Asia Pacific,Singapore,4,12.75
8.219.58.64,2052,2052,false,SIN,Asia Pacific,Singapore,7,12.75
47.237.73.230,80,80,false,SIN,Asia Pacific,Singapore,22,12.74
8.222.252.123,2096,2096,true,SIN,Asia Pacific,Singapore,73,12.74
47.236.169.236,2082,2082,false,SIN,Asia Pacific,Singapore,17,12.74
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,15,12.74
47.236.147.146,2083,2083,true,SIN,Asia Pacific,Singapore,122,12.73
